meta_model,class_weight_spec,meta_c,rf_n_estimators,rf_max_depth,rf_min_samples_leaf,cb_iterations,cb_depth,cb_learning_rate,n_splits,n_repeats,target_pos_ratio,use_raw_features,threshold,tp,fp,fn,tn,sens,spec,cost,constraint_violation,preserve_fn_excess,meets_max_fp,meets_target_fn,meets_preserve_fn_max,meets_both
logreg,balanced,0.1,0,,0,0,0,0.0,5,5,0.25,True,0.21086492370200624,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
catboost,1:8,0.0,0,,0,400,4,0.03,5,5,0.35,True,0.18481951479761,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
catboost,balanced,0.0,0,,0,200,5,0.05,5,5,0.45,True,0.1684015146952202,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
catboost,balanced,0.0,0,,0,200,4,0.03,5,5,0.25,True,0.16660600414396667,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
catboost,1:8,0.0,0,,0,400,5,0.03,5,5,0.35,True,0.16317519089248236,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
catboost,1:8,0.0,0,,0,400,4,0.05,5,5,0.45,True,0.16170336095854893,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
catboost,1:5,0.0,0,,0,400,3,0.05,5,5,0.45,True,0.13895458494967058,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
catboost,1:8,0.0,0,,0,200,5,0.05,5,5,0.25,True,0.13256248373045437,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
catboost,1:3,0.0,0,,0,200,4,0.03,5,5,0.25,True,0.1281391520341947,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
catboost,1:3,0.0,0,,0,400,3,0.03,5,5,0.45,True,0.1232384892761537,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
catboost,balanced,0.0,0,,0,400,3,0.03,5,5,0.25,True,0.11527335008212902,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
catboost,1:5,0.0,0,,0,400,4,0.03,5,5,0.35,True,0.11509832846450821,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
catboost,balanced,0.0,0,,0,400,4,0.03,5,5,0.35,True,0.10975882087475457,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
catboost,balanced,0.0,0,,0,200,4,0.05,5,5,0.25,True,0.10556725316417381,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
catboost,balanced,0.0,0,,0,400,4,0.05,5,5,0.45,True,0.08158678625554265,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
